Column1,Unnamed: 0,Name,City,CuisineStyle,Ranking,Rating,PriceRange,NumberofReviews,Reviews,URL_TA,ID_TA,lat,lng
0,0,Martine of Martine's Table,Amsterdam,French',1,5,$$ - $$$,136,"[['Just like home', 'A Warm Welcome to Wintry Amsterdam'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g188590-d11752080-Reviews-Martine_of_Martine_s_Table-Amsterdam_North_Holland_Province.html,d11752080,52.37501,4.89992
0,0,Martine of Martine's Table,Amsterdam, 'Dutch',1,5,$$ - $$$,136,"[['Just like home', 'A Warm Welcome to Wintry Amsterdam'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g188590-d11752080-Reviews-Martine_of_Martine_s_Table-Amsterdam_North_Holland_Province.html,d11752080,52.37501,4.89992
0,0,Martine of Martine's Table,Amsterdam, 'European',1,5,$$ - $$$,136,"[['Just like home', 'A Warm Welcome to Wintry Amsterdam'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g188590-d11752080-Reviews-Martine_of_Martine_s_Table-Amsterdam_North_Holland_Province.html,d11752080,52.37501,4.89992
1,1,De Silveren Spiegel,Amsterdam,Dutch',2,4.5,$$$$,812,"[['Great food and staff', 'just perfect'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d693419-Reviews-De_Silveren_Spiegel-Amsterdam_North_Holland_Province.html,d693419,38.89037,-77.03196
1,1,De Silveren Spiegel,Amsterdam, 'European',2,4.5,$$$$,812,"[['Great food and staff', 'just perfect'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d693419-Reviews-De_Silveren_Spiegel-Amsterdam_North_Holland_Province.html,d693419,38.89037,-77.03196
1,1,De Silveren Spiegel,Amsterdam, 'Vegetarian Friendly',2,4.5,$$$$,812,"[['Great food and staff', 'just perfect'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d693419-Reviews-De_Silveren_Spiegel-Amsterdam_North_Holland_Province.html,d693419,38.89037,-77.03196
1,1,De Silveren Spiegel,Amsterdam, 'Gluten Free Options',2,4.5,$$$$,812,"[['Great food and staff', 'just perfect'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d693419-Reviews-De_Silveren_Spiegel-Amsterdam_North_Holland_Province.html,d693419,38.89037,-77.03196
2,2,La Rive,Amsterdam,Mediterranean',3,4.5,$$$$,567,"[['Satisfaction', 'Delicious old school restaurant'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g188590-d696959-Reviews-La_Rive-Amsterdam_North_Holland_Province.html,d696959,52.36002,4.90546
2,2,La Rive,Amsterdam, 'French',3,4.5,$$$$,567,"[['Satisfaction', 'Delicious old school restaurant'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g188590-d696959-Reviews-La_Rive-Amsterdam_North_Holland_Province.html,d696959,52.36002,4.90546
2,2,La Rive,Amsterdam, 'International',3,4.5,$$$$,567,"[['Satisfaction', 'Delicious old school restaurant'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g188590-d696959-Reviews-La_Rive-Amsterdam_North_Holland_Province.html,d696959,52.36002,4.90546
2,2,La Rive,Amsterdam, 'European',3,4.5,$$$$,567,"[['Satisfaction', 'Delicious old school restaurant'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g188590-d696959-Reviews-La_Rive-Amsterdam_North_Holland_Province.html,d696959,52.36002,4.90546
2,2,La Rive,Amsterdam, 'Vegetarian Friendly',3,4.5,$$$$,567,"[['Satisfaction', 'Delicious old school restaurant'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g188590-d696959-Reviews-La_Rive-Amsterdam_North_Holland_Province.html,d696959,52.36002,4.90546
2,2,La Rive,Amsterdam, 'Vegan Options',3,4.5,$$$$,567,"[['Satisfaction', 'Delicious old school restaurant'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g188590-d696959-Reviews-La_Rive-Amsterdam_North_Holland_Province.html,d696959,52.36002,4.90546
3,3,Vinkeles,Amsterdam,French',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
3,3,Vinkeles,Amsterdam, 'European',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
3,3,Vinkeles,Amsterdam, 'International',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
3,3,Vinkeles,Amsterdam, 'Contemporary',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
3,3,Vinkeles,Amsterdam, 'Vegetarian Friendly',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
3,3,Vinkeles,Amsterdam, 'Vegan Options',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
3,3,Vinkeles,Amsterdam, 'Gluten Free Options',4,5,$$$$,564,"[['True five star dinner', 'A superb evening of fine dining, hospitali...'], ['12/20/2017', '12/17/2017']]",/Restaurant_Review-g188590-d1239229-Reviews-Vinkeles-Amsterdam_North_Holland_Province.html,d1239229,52.36927,4.88434
4,4,Librije's Zusje Amsterdam,Amsterdam,Dutch',5,4.5,$$$$,316,"[['Best meal.... EVER', 'super food experience'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d6864170-Reviews-Librije_s_Zusje_Amsterdam-Amsterdam_North_Holland_Province.html,d6864170,52.36488,4.8974
4,4,Librije's Zusje Amsterdam,Amsterdam, 'European',5,4.5,$$$$,316,"[['Best meal.... EVER', 'super food experience'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d6864170-Reviews-Librije_s_Zusje_Amsterdam-Amsterdam_North_Holland_Province.html,d6864170,52.36488,4.8974
4,4,Librije's Zusje Amsterdam,Amsterdam, 'International',5,4.5,$$$$,316,"[['Best meal.... EVER', 'super food experience'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d6864170-Reviews-Librije_s_Zusje_Amsterdam-Amsterdam_North_Holland_Province.html,d6864170,52.36488,4.8974
4,4,Librije's Zusje Amsterdam,Amsterdam, 'Vegetarian Friendly',5,4.5,$$$$,316,"[['Best meal.... EVER', 'super food experience'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d6864170-Reviews-Librije_s_Zusje_Amsterdam-Amsterdam_North_Holland_Province.html,d6864170,52.36488,4.8974
4,4,Librije's Zusje Amsterdam,Amsterdam, 'Vegan Options',5,4.5,$$$$,316,"[['Best meal.... EVER', 'super food experience'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d6864170-Reviews-Librije_s_Zusje_Amsterdam-Amsterdam_North_Holland_Province.html,d6864170,52.36488,4.8974
4,4,Librije's Zusje Amsterdam,Amsterdam, 'Gluten Free Options',5,4.5,$$$$,316,"[['Best meal.... EVER', 'super food experience'], ['01/06/2018', '01/04/2018']]",/Restaurant_Review-g188590-d6864170-Reviews-Librije_s_Zusje_Amsterdam-Amsterdam_North_Holland_Province.html,d6864170,52.36488,4.8974
6,6,Zaza's,Amsterdam,French',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
6,6,Zaza's,Amsterdam, 'International',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
6,6,Zaza's,Amsterdam, 'Mediterranean',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
6,6,Zaza's,Amsterdam, 'European',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
6,6,Zaza's,Amsterdam, 'Vegetarian Friendly',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
6,6,Zaza's,Amsterdam, 'Vegan Options',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
6,6,Zaza's,Amsterdam, 'Gluten Free Options',7,4.5,$$ - $$$,1455,"[['40th Birthday with my Family', 'One of the best meals ever!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014732-Reviews-Zaza_s-Amsterdam_North_Holland_Province.html,d1014732,52.37043,4.89526
7,7,Blue Pepper Restaurant And Candlelight Cruises,Amsterdam,Asian',8,4.5,$$$$,675,"[['Great Experience', 'A true delight'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g188590-d697058-Reviews-Blue_Pepper_Restaurant_And_Candlelight_Cruises-Amsterdam_North_Holland_Province.html,d697058,52.36585,4.87823
7,7,Blue Pepper Restaurant And Candlelight Cruises,Amsterdam, 'Indonesian',8,4.5,$$$$,675,"[['Great Experience', 'A true delight'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g188590-d697058-Reviews-Blue_Pepper_Restaurant_And_Candlelight_Cruises-Amsterdam_North_Holland_Province.html,d697058,52.36585,4.87823
7,7,Blue Pepper Restaurant And Candlelight Cruises,Amsterdam, 'Vegetarian Friendly',8,4.5,$$$$,675,"[['Great Experience', 'A true delight'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g188590-d697058-Reviews-Blue_Pepper_Restaurant_And_Candlelight_Cruises-Amsterdam_North_Holland_Province.html,d697058,52.36585,4.87823
7,7,Blue Pepper Restaurant And Candlelight Cruises,Amsterdam, 'Vegan Options',8,4.5,$$$$,675,"[['Great Experience', 'A true delight'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g188590-d697058-Reviews-Blue_Pepper_Restaurant_And_Candlelight_Cruises-Amsterdam_North_Holland_Province.html,d697058,52.36585,4.87823
7,7,Blue Pepper Restaurant And Candlelight Cruises,Amsterdam, 'Gluten Free Options',8,4.5,$$$$,675,"[['Great Experience', 'A true delight'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g188590-d697058-Reviews-Blue_Pepper_Restaurant_And_Candlelight_Cruises-Amsterdam_North_Holland_Province.html,d697058,52.36585,4.87823
8,8,Teppanyaki Restaurant Sazanka,Amsterdam,Japanese',9,4.5,$$$$,923,"[['Great Food & Service!', 'Superior food and exciting setting around...'], ['12/30/2017', '12/29/2017']]",/Restaurant_Review-g188590-d697009-Reviews-Teppanyaki_Restaurant_Sazanka-Amsterdam_North_Holland_Province.html,d697009,52.34859,4.89347
8,8,Teppanyaki Restaurant Sazanka,Amsterdam, 'Asian',9,4.5,$$$$,923,"[['Great Food & Service!', 'Superior food and exciting setting around...'], ['12/30/2017', '12/29/2017']]",/Restaurant_Review-g188590-d697009-Reviews-Teppanyaki_Restaurant_Sazanka-Amsterdam_North_Holland_Province.html,d697009,52.34859,4.89347
8,8,Teppanyaki Restaurant Sazanka,Amsterdam, 'Vegetarian Friendly',9,4.5,$$$$,923,"[['Great Food & Service!', 'Superior food and exciting setting around...'], ['12/30/2017', '12/29/2017']]",/Restaurant_Review-g188590-d697009-Reviews-Teppanyaki_Restaurant_Sazanka-Amsterdam_North_Holland_Province.html,d697009,52.34859,4.89347
8,8,Teppanyaki Restaurant Sazanka,Amsterdam, 'Vegan Options',9,4.5,$$$$,923,"[['Great Food & Service!', 'Superior food and exciting setting around...'], ['12/30/2017', '12/29/2017']]",/Restaurant_Review-g188590-d697009-Reviews-Teppanyaki_Restaurant_Sazanka-Amsterdam_North_Holland_Province.html,d697009,52.34859,4.89347
8,8,Teppanyaki Restaurant Sazanka,Amsterdam, 'Gluten Free Options',9,4.5,$$$$,923,"[['Great Food & Service!', 'Superior food and exciting setting around...'], ['12/30/2017', '12/29/2017']]",/Restaurant_Review-g188590-d697009-Reviews-Teppanyaki_Restaurant_Sazanka-Amsterdam_North_Holland_Province.html,d697009,52.34859,4.89347
9,9,Rob Wigboldus Vishandel,Amsterdam,Dutch',10,4.5,$,450,"[['Excellent Herring', 'Lovely, rustic fish shop in the smack of A...'], ['01/09/2018', '01/06/2018']]",/Restaurant_Review-g188590-d1955652-Reviews-Rob_Wigboldus_Vishandel-Amsterdam_North_Holland_Province.html,d1955652,52.37415,4.89384
9,9,Rob Wigboldus Vishandel,Amsterdam, 'Seafood',10,4.5,$,450,"[['Excellent Herring', 'Lovely, rustic fish shop in the smack of A...'], ['01/09/2018', '01/06/2018']]",/Restaurant_Review-g188590-d1955652-Reviews-Rob_Wigboldus_Vishandel-Amsterdam_North_Holland_Province.html,d1955652,52.37415,4.89384
9,9,Rob Wigboldus Vishandel,Amsterdam, 'Fast Food',10,4.5,$,450,"[['Excellent Herring', 'Lovely, rustic fish shop in the smack of A...'], ['01/09/2018', '01/06/2018']]",/Restaurant_Review-g188590-d1955652-Reviews-Rob_Wigboldus_Vishandel-Amsterdam_North_Holland_Province.html,d1955652,52.37415,4.89384
10,10,The Happy Bull,Amsterdam,American',11,4.5,$$ - $$$,295,"[['Simply AMAZING!', 'Delicious Burgers'], ['01/01/2018', '11/22/2017']]",/Restaurant_Review-g188590-d10275170-Reviews-The_Happy_Bull-Amsterdam_North_Holland_Province.html,d10275170,52.35101,4.85168
10,10,The Happy Bull,Amsterdam, 'Bar',11,4.5,$$ - $$$,295,"[['Simply AMAZING!', 'Delicious Burgers'], ['01/01/2018', '11/22/2017']]",/Restaurant_Review-g188590-d10275170-Reviews-The_Happy_Bull-Amsterdam_North_Holland_Province.html,d10275170,52.35101,4.85168
10,10,The Happy Bull,Amsterdam, 'European',11,4.5,$$ - $$$,295,"[['Simply AMAZING!', 'Delicious Burgers'], ['01/01/2018', '11/22/2017']]",/Restaurant_Review-g188590-d10275170-Reviews-The_Happy_Bull-Amsterdam_North_Holland_Province.html,d10275170,52.35101,4.85168
10,10,The Happy Bull,Amsterdam, 'Vegetarian Friendly',11,4.5,$$ - $$$,295,"[['Simply AMAZING!', 'Delicious Burgers'], ['01/01/2018', '11/22/2017']]",/Restaurant_Review-g188590-d10275170-Reviews-The_Happy_Bull-Amsterdam_North_Holland_Province.html,d10275170,52.35101,4.85168
10,10,The Happy Bull,Amsterdam, 'Gluten Free Options',11,4.5,$$ - $$$,295,"[['Simply AMAZING!', 'Delicious Burgers'], ['01/01/2018', '11/22/2017']]",/Restaurant_Review-g188590-d10275170-Reviews-The_Happy_Bull-Amsterdam_North_Holland_Province.html,d10275170,52.35101,4.85168
11,11,Gartine,Amsterdam,French',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
11,11,Gartine,Amsterdam, 'Dutch',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
11,11,Gartine,Amsterdam, 'International',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
11,11,Gartine,Amsterdam, 'European',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
11,11,Gartine,Amsterdam, 'Vegetarian Friendly',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
11,11,Gartine,Amsterdam, 'Vegan Options',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
11,11,Gartine,Amsterdam, 'Gluten Free Options',12,4.5,$$ - $$$,967,"[['A hidden gem', 'Fantastic!'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d1014753-Reviews-Gartine-Amsterdam_North_Holland_Province.html,d1014753,52.36922,4.89169
12,12,Restaurant Adam,Amsterdam,French',13,4.5,$$$$,368,"[['Love it!', 'As pure as Paradise: Adam!'], ['01/10/2018', '12/18/2017']]",/Restaurant_Review-g188590-d7695005-Reviews-Restaurant_Adam-Amsterdam_North_Holland_Province.html,d7695005,52.38394,4.90298
12,12,Restaurant Adam,Amsterdam, 'European',13,4.5,$$$$,368,"[['Love it!', 'As pure as Paradise: Adam!'], ['01/10/2018', '12/18/2017']]",/Restaurant_Review-g188590-d7695005-Reviews-Restaurant_Adam-Amsterdam_North_Holland_Province.html,d7695005,52.38394,4.90298
12,12,Restaurant Adam,Amsterdam, 'Central European',13,4.5,$$$$,368,"[['Love it!', 'As pure as Paradise: Adam!'], ['01/10/2018', '12/18/2017']]",/Restaurant_Review-g188590-d7695005-Reviews-Restaurant_Adam-Amsterdam_North_Holland_Province.html,d7695005,52.38394,4.90298
12,12,Restaurant Adam,Amsterdam, 'Vegetarian Friendly',13,4.5,$$$$,368,"[['Love it!', 'As pure as Paradise: Adam!'], ['01/10/2018', '12/18/2017']]",/Restaurant_Review-g188590-d7695005-Reviews-Restaurant_Adam-Amsterdam_North_Holland_Province.html,d7695005,52.38394,4.90298
12,12,Restaurant Adam,Amsterdam, 'Vegan Options',13,4.5,$$$$,368,"[['Love it!', 'As pure as Paradise: Adam!'], ['01/10/2018', '12/18/2017']]",/Restaurant_Review-g188590-d7695005-Reviews-Restaurant_Adam-Amsterdam_North_Holland_Province.html,d7695005,52.38394,4.90298
12,12,Restaurant Adam,Amsterdam, 'Gluten Free Options',13,4.5,$$$$,368,"[['Love it!', 'As pure as Paradise: Adam!'], ['01/10/2018', '12/18/2017']]",/Restaurant_Review-g188590-d7695005-Reviews-Restaurant_Adam-Amsterdam_North_Holland_Province.html,d7695005,52.38394,4.90298
13,13,Biercafe Gollem,Amsterdam,Bar',14,4.5,$$ - $$$,586,"[['Awesome little pub', 'An amazing little place with a vast choice...'], ['12/17/2017', '12/13/2017']]",/Restaurant_Review-g188590-d3893242-Reviews-Biercafe_Gollem-Amsterdam_North_Holland_Province.html,d3893242,52.35617,4.89081
13,13,Biercafe Gollem,Amsterdam, 'Pub',14,4.5,$$ - $$$,586,"[['Awesome little pub', 'An amazing little place with a vast choice...'], ['12/17/2017', '12/13/2017']]",/Restaurant_Review-g188590-d3893242-Reviews-Biercafe_Gollem-Amsterdam_North_Holland_Province.html,d3893242,52.35617,4.89081
14,14,Restaurant Daalder,Amsterdam,French',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
14,14,Restaurant Daalder,Amsterdam, 'Dutch',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
14,14,Restaurant Daalder,Amsterdam, 'International',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
14,14,Restaurant Daalder,Amsterdam, 'European',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
14,14,Restaurant Daalder,Amsterdam, 'Vegetarian Friendly',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
14,14,Restaurant Daalder,Amsterdam, 'Vegan Options',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
14,14,Restaurant Daalder,Amsterdam, 'Gluten Free Options',15,4.5,$$$$,1246,"[['Best meal of our trip', 'It was like falling in love..'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g188590-d1408533-Reviews-Restaurant_Daalder-Amsterdam_North_Holland_Province.html,d1408533,52.38044,4.88552
3434,0,Simul Gastronomic Situ,Athens,European',1,5,$$ - $$$,127,"[['Excellent experience', 'A nice surprise'], ['01/09/2018', '01/01/2018']]",/Restaurant_Review-g189400-d9763282-Reviews-Simul_Gastronomic_Situ-Athens_Attica.html,d9763282,38.89037,-77.03196
3434,0,Simul Gastronomic Situ,Athens, 'Vegetarian Friendly',1,5,$$ - $$$,127,"[['Excellent experience', 'A nice surprise'], ['01/09/2018', '01/01/2018']]",/Restaurant_Review-g189400-d9763282-Reviews-Simul_Gastronomic_Situ-Athens_Attica.html,d9763282,38.89037,-77.03196
3434,0,Simul Gastronomic Situ,Athens, 'Vegan Options',1,5,$$ - $$$,127,"[['Excellent experience', 'A nice surprise'], ['01/09/2018', '01/01/2018']]",/Restaurant_Review-g189400-d9763282-Reviews-Simul_Gastronomic_Situ-Athens_Attica.html,d9763282,38.89037,-77.03196
3434,0,Simul Gastronomic Situ,Athens, 'Gluten Free Options',1,5,$$ - $$$,127,"[['Excellent experience', 'A nice surprise'], ['01/09/2018', '01/01/2018']]",/Restaurant_Review-g189400-d9763282-Reviews-Simul_Gastronomic_Situ-Athens_Attica.html,d9763282,38.89037,-77.03196
3435,1,Cinque Wine & Deli Bar,Athens,Wine Bar',2,5,$,1013,"[['One of the best restaurants we ever visite...', 'A truly delightful evening'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g189400-d9462540-Reviews-Cinque_Wine_Deli_Bar-Athens_Attica.html,d9462540,37.97841,23.72335
3435,1,Cinque Wine & Deli Bar,Athens, 'Greek',2,5,$,1013,"[['One of the best restaurants we ever visite...', 'A truly delightful evening'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g189400-d9462540-Reviews-Cinque_Wine_Deli_Bar-Athens_Attica.html,d9462540,37.97841,23.72335
3435,1,Cinque Wine & Deli Bar,Athens, 'Delicatessen',2,5,$,1013,"[['One of the best restaurants we ever visite...', 'A truly delightful evening'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g189400-d9462540-Reviews-Cinque_Wine_Deli_Bar-Athens_Attica.html,d9462540,37.97841,23.72335
3435,1,Cinque Wine & Deli Bar,Athens, 'Gluten Free Options',2,5,$,1013,"[['One of the best restaurants we ever visite...', 'A truly delightful evening'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g189400-d9462540-Reviews-Cinque_Wine_Deli_Bar-Athens_Attica.html,d9462540,37.97841,23.72335
3436,2,Dinner in the Sky,Athens,Mediterranean',3,5,$$$$,886,"[['Great sensorial experience', 'Perfect Way to Watch the Sunset in Athens'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html,d7825999,37.97845,23.71252
3436,2,Dinner in the Sky,Athens, 'European',3,5,$$$$,886,"[['Great sensorial experience', 'Perfect Way to Watch the Sunset in Athens'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html,d7825999,37.97845,23.71252
3436,2,Dinner in the Sky,Athens, 'Greek',3,5,$$$$,886,"[['Great sensorial experience', 'Perfect Way to Watch the Sunset in Athens'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html,d7825999,37.97845,23.71252
3436,2,Dinner in the Sky,Athens, 'Vegetarian Friendly',3,5,$$$$,886,"[['Great sensorial experience', 'Perfect Way to Watch the Sunset in Athens'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html,d7825999,37.97845,23.71252
3436,2,Dinner in the Sky,Athens, 'Vegan Options',3,5,$$$$,886,"[['Great sensorial experience', 'Perfect Way to Watch the Sunset in Athens'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html,d7825999,37.97845,23.71252
3436,2,Dinner in the Sky,Athens, 'Gluten Free Options',3,5,$$$$,886,"[['Great sensorial experience', 'Perfect Way to Watch the Sunset in Athens'], ['12/22/2017', '11/06/2017']]",/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html,d7825999,37.97845,23.71252
3437,3,Aleria,Athens,Greek',4,5,$$$$,934,"[['Surprise Find!', 'Fabulous evening'], ['01/08/2018', '01/06/2018']]",/Restaurant_Review-g189400-d799575-Reviews-Aleria-Athens_Attica.html,d799575,37.98315,23.71773
3437,3,Aleria,Athens, 'Mediterranean',4,5,$$$$,934,"[['Surprise Find!', 'Fabulous evening'], ['01/08/2018', '01/06/2018']]",/Restaurant_Review-g189400-d799575-Reviews-Aleria-Athens_Attica.html,d799575,37.98315,23.71773
3437,3,Aleria,Athens, 'European',4,5,$$$$,934,"[['Surprise Find!', 'Fabulous evening'], ['01/08/2018', '01/06/2018']]",/Restaurant_Review-g189400-d799575-Reviews-Aleria-Athens_Attica.html,d799575,37.98315,23.71773
